,brand_name,ATC_A,ATC_B,ATC_C,ATC_D,ATC_G,ATC_H,ATC_J,ATC_L,ATC_M,ATC_N,ATC_P,ATC_R,ATC_S,ATC_V,description,company,condition,dates_clean,approval_date,generic_name,Biosimilar or new formulation?,total_pts_rct,txt_pts_rct,placebo_pts_rct,comparator_pts_rct,NCTid_1,NCTid_2,NCTid_3,NCTid_4,NCTid_5,NCTid_6,,
1,Harvoni,,,,,,,TRUE,,,,,,,,"Harvoni (ledipasvir and sofosbuvir) is a fixed-dose combination of ledipasvir, a hepatitis C virus (HCV) NS5A inhibitor, and sofosbuvir, an HCV nucleotide analog NS5B polymerase inhibitor, indicated for the treatment of chronic hepatitis C virus (HCV) in adults and pediatric patients 3 years of age and older:","Gilead Sciences, Inc.",Chronic Hepatitis C,10-Oct-14,10/10/14,ledipasvir and sofosbuvir,No,863,863,0,0,,,,,,,,
1,Akynzeo,TRUE,,,,,,,,,,,,,,Akynzeo (netupitant and palonosetron) is a substance P/neurokinin 1 (NK1) receptor antagonist and serotonin-3 (5-HT3) receptor antagonist fixed-dose combination indicated for the prevention of chemotherapy-induced nausea and vomiting (CINV).,Helsinn Group,Nausea/Vomiting -- Chemotherapy Induced,10-Oct-14,10/10/14,netupitant and palonosetron,No,2030,1169,0,861,Plus one other trial that was supportive,,,,,,,
,Lumason,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lumason (sulfur hexafluoride lipid microsphere) is a contrast agent used for ultrasound imaging.,Bracco Diagnostics Inc.,Diagnostic,10-Oct-14,10/10/14,sulfur hexafluoride lipid microsphere,Diagnostic,0,,,,,,,,,,,
,Iluvien,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,Iluvien (fluocinolone acetonide) is an intravitreal implant for the treatment of diabetic macular edema.,pSivida Corp.,Diabetic Macular Edema,26-Sep-14,9/26/14,fluocinolone acetonide,Yes,0,,,,,,,,,,,
,Vitekta,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Vitekta (elvitegravir) is an integrase inhibitor for the combination treatment of HIV-1 infection in treatment-experienced adults.,"Gilead Sciences, Inc.",HIV Infection,24-Sep-14,9/24/14,elvitegravir,Yes,0,,,,,,,,,,,
,Tybost,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Tybost (cobicistat) is a potent inhibitor of cytochrome P450 3A (CYP3A) which acts as a pharmacoenhancing or ""boosting"" agent for antiviral drugs used in the treatment of HIV infection.","Gilead Sciences, Inc.",HIV Infection,24-Sep-14,9/24/14,cobicistat,Yes,0,,,,,,,,,,,
1,Trulicity,TRUE,,,,,,,,,,,,,,Trulicity (dulaglutide) is a glucagon-like peptide-1 (GLP-1) receptor agonist for the treatment of type 2 diabetes.,Eli Lilly and Company,Diabetes Type 2,18-Sep-14,9/18/14,dulaglutide,No,4446,2791,280,1375,,,,,,,,
1,Movantik,TRUE,,,,,,,,,,,,,,Movantik (naloxegol) is a peripherally-acting mu-opioid receptor antagonist indicated for the treatment of opioid-induced constipation.,AstraZeneca Pharmaceuticals LP,Opioid-Induced Constipation,16-Sep-14,9/16/14,naloxegol,No,1337,891,446,0,,,,,,,,
,Contrave,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"Contrave (bupropion/naltrexone) is an aminoketone antidepressant and opioid antagonist combination indicated as an adjunct to a reduced-calorie diet and increased physical activity for chronicweight management.","Orexigen Therapeutics, Inc.",Obesity,10-Sep-14,9/10/14,bupropion/naltrexone,Yes,0,,,,,,,,,,,
,Auryxia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Auryxia (ferric citrate) is a phosphate binder indicated for the control of serum phosphorus levels in dialysis patients; and an iron replacement product for the treatment of iron deficiency anemia in adult patients with chronic kidney disease who are not on dialysis.,"Keryx Biopharmaceuticals, Inc.","Hyperphosphatemia of Renal Failure, Anemia Associated with Chronic Renal Failure",5-Sep-14,9/5/14,ferric citrate,Yes,0,,,,,,,,,,,
1,Keytruda,,,,,,,,TRUE,,,,,,,"Keytruda (pembrolizumab) is a human PD-1 (programmed death receptor-1)-blocking antibody indicated for the treatment of melanoma, non-small cell lung cancer, small cell lung cancer, head and neck squamous cell carcinoma, classical Hodgkin lymphoma, primary mediastinal large B-cell lymphoma, urothelial carcinoma, microsatellite instability-high cancer, gastric cancer, esophageal cancer, cervical cancer, hepatocellular carcinoma, Merkel cell carcinoma, renal cell carcinoma, and endometrial carcinoma.","Merck & Co., Inc.","Melanoma -- Metastatic, Non-Small Cell Lung Cancer, Head and Neck Cancer, Hodgkin's Disease, Urothelial Carcinoma, Gastric Cancer, Cervical Cancer, Hepatocellular Carcinoma, Merkel Cell Carcinoma, Renal Cell Carcinoma, Small Cell Lung Cancer, Esophageal Carcinoma, Endometrial Carcinoma",4-Sep-14,9/4/14,pembrolizumab,No,173,173,0,0,,,,,,,,
,Kabiven,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kabiven (amino acids, electrolytes, dextroseand lipid injectable emulsion) is indicated as a source of calories, protein, electrolytes and essential fatty acids for adult patients requiring parenteral nutrition.",Fresenius Kabi USA,Parenteral Nutrition,25-Aug-14,8/25/14,"amino acids, electrolytes, dextroseand lipid injectable emulsion",Yes,0,,,,,,,,,,,
,Triumeq,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,"Triumeq (abacavir, dolutegravir and lamivudine) is a fixed-dose combination containing the INSTI dolutegravir and the NRTIs abacavir and lamivudine for the treatment of HIV-1 infection. ",ViiV Healthcare,HIV Infection,22-Aug-14,8/22/14,"abacavir, dolutegravir and lamivudine",Yes,0,,,,,,,,,,,
,Arnuity Ellipta,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,Arnuity Ellipta (fluticasone furoate inhalation powder) is a once-daily inhaled corticosteroid for the maintenance treatment of asthma.,GlaxoSmithKline plc,"Asthma, Asthma -- Maintenance",20-Aug-14,8/20/14,fluticasone furoate inhalation powder,Yes,0,,,,,,,,,,,
1,Cerdelga,TRUE,,,,,,,,,,,,,,Cerdelga (eliglustat) is a glucosylceramide synthase inhibitor indicated for the long-term treatment of adult patients with Gaucher disease type 1.,Genzyme Corporation,Gaucher Disease,19-Aug-14,8/19/14,eliglustat,No,186,119,67,0,,,,,,,,
1,Plegridy,,,,,,,,TRUE,,,,,,,Plegridy (peginterferon beta-1a) is a pegylated interferon beta indicated for the treatment of patients with relapsing forms of multiple sclerosis.,Biogen Idec,Multiple Sclerosis,15-Aug-14,8/15/14,peginterferon beta-1a,No,1012,512,500,0,,,,,,,,
1,Belsomra,,,,,,,,,,TRUE,,,,,Belsomra (suvorexant) is an orexin receptor antagonist for use in patients with difficulty falling or staying asleep (insomnia).,"Merck, Sharpe & Dohme Corp.",Insomnia,13-Aug-14,8/13/14,suvorexant,No,1260,493,767,0,,,,,,,,
,Invokamet,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Invokamet (canagliflozin/metformin) is a selective sodium glucose co-transporter 2 (SGLT2) inhibitor and biguanide combination indicated for the treatment of type 2 diabetes, and to reduce the risk of cardiovascular events (including heart attack, stroke or death) in adults with type 2 diabetes and established cardiovascular disease.","Janssen Research & Development, LLC","Diabetes Type 2, Cardiovascular Risk Reduction",8-Aug-14,8/8/14,canagliflozin/metformin,Yes,0,,,,,,,,,,,
1,Orbactiv,,,,,,,TRUE,,,,,,,,Orbactiv (oritavancin) is a semi-synthetic lipoglycopeptide antibiotic for the treatment of acute bacterial skin and skin structure infections (ABSSSI).,The Medicines Company,Skin and Structure Infection,6-Aug-14,8/6/14,oritavancin,No,1959,978,0,981,,,,,,,,
1,Jardiance,TRUE,,,,,,,,,,,,,,"Jardiance (empagliflozin) is a sodium glucose co-transporter-2 (SGLT2) inhibitor indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes, and to reduce the risk of cardiovascular death in adult patients with type 2 diabetes mellitus and established cardiovascular disease.","Boehringer Ingelheim Pharmaceuticals, Inc.",Diabetes Type 2,1-Aug-14,8/1/14,empagliflozin,No,4800,3025,995,780,Numbers for one trial weren't perfect; might be missing some placebo patients.,,,,,,,
1,Striverdi Respimat,,,,,,,,,,,,TRUE,,,"Striverdi Respimat (olodaterol) is a once-daily, long-acting beta-agonist (LABA) for the maintenance treatment of chronic obstructive pulmonary disease (COPD).",Boehringer Ingelheim Pharmaceuticals Inc.,Chronic Obstructive Pulmonary Disease,31-Jul-14,7/31/14,olodaterol,No,4230,2451,1171,608,,,,,,,,
,Acticlate,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,"Acticlate (doxycycline hyclate) is a tetracycline-class antibacterial indicated for the treatment of a number of infections,including adjunctive therapy in severe acne.","Aqua Pharmaceuticals, LLC","Bacterial Infection, Acne",25-Jul-14,7/25/14,doxycycline hyclate,Yes,0,,,,,,,,,,,
1,Zydelig,,,,,,,,TRUE,,,,,,,"Zydelig (idelalisib) is a phosphoinositide 3-kinase (PI3K) delta inhibitor for the treatment of chronic lymphocytic leukemia, relapsed follicular B-cell non-Hodgkin lymphoma, and relapsed small lymphocytic lymphoma.","Gilead Sciences, Inc.","non-Hodgkin's Lymphoma, Chronic Lymphocytic Leukemia, Follicular Lymphoma",23-Jul-14,7/23/14,idelalisib,No,318,208,110,0,,,,,,,,
,Targiniq ER,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Targiniq ER (naloxone and oxycodone) is an opioid antagonist and opioid analgesic combination in a long-acting abuse-deterrent formulation for the management of chronic severe pain.,Purdue Pharma L.P.,Pain,23-Jul-14,7/23/14,naloxone and oxycodone,Yes,0,,,,,,,,,,,
,Flonase Allergy Relief,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,"Flonase Allergy Relief (fluticasone propionate) is a once-a-day, over-the-counter corticosteroid nasal spray indicated for the relief hay fever symptoms.",GlaxoSmithKline plc,Allergic Rhinitis,23-Jul-14,7/23/14,fluticasone propionate,Yes,0,,,,,,,,,,,
,Ryanodex,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Ryanodex (dantrolene) is a skeletal muscle relaxant in a concentrated formulation for the treatment of malignant hyperthermia.,"Eagle Pharmaceuticals, Inc.",Malignant Hyperthermia,22-Jul-14,7/22/14,dantrolene,Yes,0,,,,,,,,,,,
,Ruconest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ruconest is a C1 esterase inhibitor [recombinant] indicated for the treatment of acute attacks in adult and adolescent patients with hereditary angioedema (HAE).,Pharming Group NV,Hereditary Angioedema,16-Jul-14,7/16/14,HAE,Yes,0,,,,,,,,,,,
,Rasuvo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Rasuvo (methotrexate) is a subcutaneous, ready-to-use autopen formulation of methotrexate for the treatment of  rheumatoid arthritis (RA), poly-articular-course juvenile RA and psoriasis. ","Medac Pharma, Inc.","Rheumatoid Arthritis, Juvenile Rheumatoid Arthritis, Psoriasis",11-Jul-14,7/11/14,methotrexate,Yes,0,,,,,,,,,,,
1,Kerydin,,,,TRUE,,,,,,,,,,,Kerydin (tavaborole) is an oxaborole antifungal indicated for the topical treatment of onychomycosis of the toenails.,Anacor Pharmaceuticals,Onychomycosis -- Toenail,7-Jul-14,7/7/14,tavaborole,No,1194,795,399,0,,,,,,,,
1,Beleodaq,,,,,,,,TRUE,,,,,,,Beleodaq (belinostat) is a histone deacetylase (HDAC) inhibitor for the treatment of peripheral T-cell lymphoma (PTCL).,"Spectrum Pharmaceuticals, Inc.",Peripheral T-cell Lymphoma,3-Jul-14,7/3/14,belinostat,No,120,120,0,0,,,,,,,,
,Afrezza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Afrezza (insulin human [rDNA origin]) is a rapid acting inhaled insulin indicated to improve glycemic control in adult patients with diabetes mellitus. ,MannKind Corporation,"Diabetes Type 1, Diabetes Type 2",27-Jun-14,6/27/14,insulin human [rDNA origin],Yes,0,,,,,,,,,,,
,Vazculep,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,"Vazculep (phenylephrine hydrochloride) injection is an alpha-1 adrenergicreceptor agonist indicated for the treatment of hypotension resulting primarily from vasodilation in the setting of anesthesia. ",Flamel Technologies,Hypotension,27-Jun-14,6/27/14,phenylephrine hydrochloride,Yes,0,,,,,,,,,,,
1,Sivextro,,,,,,,TRUE,,,,,,,,Sivextro (tedizolid phosphate) is an oxazolidinone antibiotic drug indicated for the treatment of acute bacterial skin and skin structure infections (ABSSSI).,"Cubist Pharmaceuticals, Inc.",Skin and Structure Infection,20-Jun-14,6/20/14,tedizolid phosphate,No,1315,655,0,660,,,,,,,,
,Eloctate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eloctate (antihemophilic factor (recombinant) Fc Fusion Protein is a recombinant DNA derived, antihemophilic factor indicated for the treatment of patients with Hemophilia A.","Biogen Idec, Inc.",Hemophilia A,6-Jun-14,6/6/14,recombinant,Yes,0,,,,,,,,,,,
1,Jublia,,,,TRUE,,,,,,,,,,,Jublia (efinaconazole) is a topical triazole antifungal for the treatment of onychomycosis of the toenails.,"Valeant Pharmaceuticals International, Inc.",Onychomycosis -- Toenail,6-Jun-14,6/6/14,efinaconazole,No,1651,1236,415,0,,,,,,,,
,Bunavail,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,Bunavail (buprenorphine and naloxone) buccal film is an opioid analgesic/opioid antagonist formulation for the maintenance treatment of opioid dependence.,"BioDelivery Sciences International, Inc.",Opiate Dependence,6-Jun-14,6/6/14,buprenorphine and naloxone,Yes,0,,,,,,,,,,,
,Vogelxo,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Vogelxo (testosterone) transdermal gel is an androgen indicated for testosteronereplacement therapy in males with hypogonadism.","Upsher-Smith Laboratories, Inc.",Hypogonadism -- Male,4-Jun-14,6/4/14,testosterone,Yes,0,,,,,,,,,,,
,Omidria,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,Omidria (ketorolac and phenylephrine) is an anti-inflammatory and mydriatic combination added to irrigation solution during cataract surgery and intraocular lens replacement procedures.,Omeros Corporation,Intraocular Lens Replacement Procedures,30-May-14,5/30/14,ketorolac and phenylephrine,Yes,0,,,,,,,,,,,
,Natesto,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Natesto (testosterone) is a bioadhesive intranasal gel testosterone product for the treatment of male hypogonadism.,Trimel Pharmaceuticals Corporation,Hypogonadism -- Male,28-May-14,5/28/14,testosterone,Yes,0,,,,,,,,,,,
1,Dalvance,,,,,,,TRUE,,,,,,,,"Dalvance (dalbavancin) is a second generation lipoglycopeptide antibiotic for the treatment of adult patients with complicated skin and skin structure infections, including those caused by methicillin-resistant Staphylococcus aureus (MRSA).","Allergan, Inc.",Skin and Structure Infection,23-May-14,5/23/14,dalbavancin,No,1312,659,0,653,,,,,,,,
1,Entyvio,,,,,,,,TRUE,,,,,,,Entyvio (vedolizumab) is an integrin receptor antagonist for the treatment of Crohn's disease and ulcerative colitis. ,Takeda Pharmaceutical Company Limited,"Crohn's Disease -- Acute, Ulcerative Colitis",20-May-14,5/20/14,vedolizumab,No,1612,879,733,0,,,,,,,,
1,Zontivity,,TRUE,,,,,,,,,,,,,Zontivity (vorapaxar) is a protease-activated receptor-1 (PAR-1) antagonist for the prevention of cardiovascular events in high risk patients.,Merck,Cardiovascular Risk Reduction,8-May-14,5/8/14,vorapaxar,No,20170,10080,10090,0,,,,,,,,
,Iressa,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Iressa (gefitinib) is a tyrosine kinase inhibitor indicated for the first-line treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have specific epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test. ,AstraZeneca,Non-Small Cell Lung Cancer,5-May-03,5/5/03,gefitinib,,,,,,,,,,,,,
,Velcade,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Iressa (gefitinib) is a tyrosine kinase inhibitor indicated for the first-line treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have specific epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test. ,Millennium Pharmaceuticals,Multiple Myeloma,13-May-03,5/13/03,gefitinib,,,,,,,,,,,,,
,Istalol,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,Istalol (timolol maleate ophthalmic solution) is a beta-blocking agent for the treatment of glaucoma.,"ISTA Pharmaceuticals, Inc.",Glaucoma,4-Jun-04,6/4/04,timolol maleate ophthalmic solution,,,,,,,,,,,,,
,Menostar,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Menostar (estradiol transdermal system) is an estrogen patch for the prevention of postmenopausal osteoporosis.,Berlex,Prevention of Osteoporosis,8-Jun-04,6/8/04,estradiol transdermal system,,,,,,,,,,,,,
,Zegerid,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zegerid (omeprazole and sodium bicarbonate)  is proton-pump inhibitor and antacid combination for the treatment of duodenal ulcer, heartburn and other symptoms associated with gastroesophageal reflux disease (GERD), and erosive esophagitis.","Santarus, Inc.","Duodenal Ulcer, Gastroesophageal Reflux Disease, Gastric Ulcer, Erosive Esophagitis",15-Jun-04,6/15/04,omeprazole and sodium bicarbonate,,,,,,,,,,,,,
,Codeprex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Codeprex (chlorpheniramine polistirex and codeine polistirex) is an antihistamine and  cough suppressant combination for the treatment of cough.,"Lannett Company, Inc.",Cough,21-Jun-04,6/21/04,chlorpheniramine polistirex and codeine polistirex,,,,,,,,,,,,,
,Mucinex D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,Mucinex D (guaifenesin and pseudoephedrine) is an expectorant and decongestant combination used for the relief of coughs and congestion associated with colds and allergies.,Adams Respiratory Therapeutics,Cough and Nasal Congestion,22-Jun-04,6/22/04,guaifenesin and pseudoephedrine,,,,,,,,,,,,,
,Rozerem,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Rozerem (ramelteon) is an orally active hypnotic indicated for the treatment of insomnia characterized by difficulty with sleep onset.,"Takeda Pharmaceuticals North America, Inc.",Insomnia,22-Jul-05,7/22/05,ramelteon,,,,,,,,,,,,,
,MoviPrep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MoviPrep is a two-liter liquid PEG bowel cleansing agent indicated for cleansing of the colon as a preparation for colonoscopy in adults 18 years of age or older.,"Salix Pharmaceuticals, Ltd.",Bowel Preparation,2-Aug-06,8/2/06,NA,,,,,,,,,,,,,
,Totect,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Totect (dexrazoxane) is a topoisomerase inhibitor used as a detoxifying agent for the treatment of extravasation resulting from intravenous anthracycline chemotherapy.,TopoTarget A/S,Anthracycline Extravasation,6-Sep-07,9/6/07,dexrazoxane,,,,,,,,,,,,,
,Azor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Azor is a fixed-dose combination of two antihypertensives, the calcium channel blocker amlodipine besylate and the angiotensin receptor blocker olmesartan medoxomil. Azor is indicated for the treatment of hypertension.","Daiichi Sankyo, Inc.",Hypertension,26-Sep-07,9/26/07,NA,,,,,,,,,,,,,
,Afluria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Afluria (influenza virus vaccine) is an inactivated influenza virus vaccine, indicated for active immunization against influenza disease.",CSL Biotherapies,Influenza Prophylaxis,28-Sep-07,9/28/07,influenza virus vaccine,,,,,,,,,,,,,
,Akten,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,TRUE,TRUE,NA,"Akten (lidocaine hydrochloride) Ophthalmic Gel is a topical, ocular anesthetic formulation for use in ocular procedures that require a topical anesthetic agent.","Akorn, Inc.",Ocular Anesthesia,7-Oct-08,10/7/08,lidocaine hydrochloride,,,,,,,,,,,,,
,Rapaflo,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Rapaflo (silodosin) is an alpha(1)- adrenoreceptor antagonist forthe treatment of the signs and symptoms associated with benign prostatic hyperplasia (BPH), or enlarged prostate.","Allergan, Inc.",Benign Prostatic Hyperplasia,8-Oct-08,10/8/08,silodosin,,,,,,,,,,,,,
,Cinryze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cinryze is a C1-esterase inhibitor indicated for routine prophylaxis against angioedema attacks in patients with hereditary angioedema (HAE).,Shire plc,Hereditary Angioedema,10-Oct-08,10/10/08,HAE,,,,,,,,,,,,,
,Astepro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,Astepro (azelastine) is a nasal antihistamine for the treatment of seasonal allergic rhinitis.,Meda AB,Allergic Rhinitis,15-Oct-08,10/15/08,azelastine,,,,,,,,,,,,,
