ActiveIngredient,SubmissionType,SubmissionNo,SubmissionStatus,SubmissionStatusDate,SubmissionsPublicNotes,ReviewPriority,brand_name,ATC_A,ATC_B,ATC_C,ATC_D,ATC_G,ATC_H,ATC_J,ATC_L,ATC_M,ATC_N,ATC_P,ATC_R,ATC_S,ATC_V,description,dates,company,condition,dates_clean,approval_date,generic_name,generic_name_fw
TAFAMIDIS MEGLUMINE,ORIG,1,AP,2019-05-03T00:00:00Z,NA,PRIORITY,vyndaqel,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,Vyndaqel (tafamidis meglumine) is a transthyretin stabilizer indicated for the treatment of the cardiomyopathy of wild type or hereditary transthyretin-mediated amyloidosis.,"May 3, 2019",Pfizer Inc.,Cardiomyopathy of Transthyretin-Mediated Amyloidosis,"May 3, 2019",2019-05-03,tafamidis meglumine,tafamidis
ERDAFITINIB,ORIG,1,AP,2019-04-12T00:00:00Z,NA,PRIORITY,balversa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Balversa (erdafitinib) is a once-daily, oral, pan-fibroblast growth factor receptor for the treatment of patients with locally advanced or metastatic urothelial cancer.","April 12, 2019","Janssen Pharmaceuticals, Inc.",Urothelial Carcinoma,"April 12, 2019",2019-04-12,erdafitinib,erdafitinib
LEMBOREXANT,ORIG,1,AP,2019-12-20T00:00:00Z,NA,STANDARD,dayvigo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dayvigo (lemborexant) is dual orexin receptor antagonist (DORA) for the treatment of insomnia.,"December 20, 2019","Eisai Co., Ltd.",Insomnia,"December 20, 2019",2019-12-20,lemborexant,lemborexant
DAROLUTAMIDE,ORIG,1,AP,2019-07-30T00:00:00Z,NA,PRIORITY,nubeqa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nubeqa (darolutamide) is an androgen receptor inhibitor (ARi) indicated for the treatment of non-metastatic castration-resistant prostate cancer (nmCRPC).,"July 30, 2019",Bayer,Prostate Cancer,"July 30, 2019",2019-07-30,darolutamide,darolutamide
GIVOSIRAN SODIUM,ORIG,1,AP,2019-11-20T00:00:00Z,NA,PRIORITY,givlaari,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Givlaari (givosiran) is an aminolevulinate synthase 1-directed small interfering RNA (siRNA) indicated for the treatment of adults with acute hepatic porphyria (AHP).,"November 20, 2019","Alnylam Pharmaceuticals, Inc.",Acute Hepatic Porphyria,"November 20, 2019",2019-11-20,givosiran,givosiran
"ELEXACAFTOR, IVACAFTOR, TEZACAFTOR; IVACAFTOR",ORIG,1,AP,2019-10-21T00:00:00Z,NA,PRIORITY,trikafta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trikafta (elexacaftor/tezacaftor/ivacaftor and ivacaftor) is a triple combination regimen for the treatment of cystic fibrosis (CF) in patients ages 12 years and older who have at least one copy of the F508del mutation in the cystic fibrosis transmembrane conductance regulator (CFTR) gene.,"October 21, 2019",Vertex Pharmaceuticals Incorporated,Cystic Fibrosis,"October 21, 2019",2019-10-21,elexacaftor/tezacaftor/ivacaftor and ivacaftor,elexacaftor
SELINEXOR,ORIG,1,AP,2019-07-03T00:00:00Z,NA,PRIORITY,xpovio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Xpovio (selinexor) is a first in class Selective Inhibitor of Nuclear Export (SINE) XPO1 antagonist for the treatment of patients adult patients with relapsed or refractory multiple myeloma (RRMM).,"July 3, 2019",Karyopharm Therapeutics Inc.,Multiple Myeloma,"July 3, 2019",2019-07-03,selinexor,selinexor
FERRIC MALTOL,ORIG,1,AP,2019-07-25T00:00:00Z,NA,STANDARD,accrufer,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accrufer (ferric maltol) is a non-salt formulation of ferric iron for the treatment of iron deficiency in adults.,"July 25, 2019",Shield Therapeutics plc,Iron Deficiency,"July 25, 2019",2019-07-25,ferric maltol,ferric
FEDRATINIB HYDROCHLORIDE,ORIG,1,AP,2019-08-16T00:00:00Z,NA,PRIORITY,inrebic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inrebic (fedratinib) is a highly selective JAK2 inhibitor for the treatment of patients with myelofibrosis.,"August 16, 2019",Celgene Corporation,Myelofibrosis,"August 16, 2019",2019-08-16,fedratinib,fedratinib
ALPELISIB,ORIG,1,AP,2019-05-24T00:00:00Z,NA,PRIORITY,piqray,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Piqray (alpelisib) is a kinase inhibitor indicated in combination with fulvestrant for the
treatment of postmenopausal women, and men, with HR positive, HER2-negative,
PIK3CA-mutated breast cancer.","May 24, 2019",Novartis,Breast Cancer,"May 24, 2019",2019-05-24,alpelisib,alpelisib
ENTRECTINIB,ORIG,1,AP,2019-08-15T00:00:00Z,NA,PRIORITY,rozlytrek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rozlytrek (entrectinib) is a selective tyrosine kinase inhibitor for the treatment of patients with ROS1-positive, metastatic non-small cell lung cancer and neurotrophic tyrosine receptor kinase (NTRK) gene fusion-positive solid tumors.","August 15, 2019","Genentech, Inc.","Solid Tumors, Non-Small Cell Lung Cancer","August 15, 2019",2019-08-15,entrectinib,entrectinib
CILASTATIN SODIUM; IMIPENEM; RELEBACTAM ,ORIG,1,AP,2019-07-16T00:00:00Z,NA,PRIORITY,recarbrio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recarbrio (imipenem, cilastatin, and relebactam) is a combination of imipenem, a penem antibacterial, cilastatin, a renal dehydropeptidase inhibitor, and relebactam, a betalactamase inhibitor, indicated for the treatment of complicated urinary tract infections and complicated intra-abdominal infections (cIAI).","July 16, 2019",Merck,"Urinary Tract Infection, Intraabdominal Infection","July 16, 2019",2019-07-16,"imipenem, cilastatin, and relebactam",imipenem
CENOBAMATE,ORIG,1,AP,2019-11-21T00:00:00Z,NA,STANDARD,xcopri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Xcopri (cenobamate) is an antiepileptic drug for the treatment of partial-onset seizures in adult patients.,"November 21, 2019","SK Life Science, Inc.",Seizures,"November 21, 2019",2019-11-21,cenobamate,cenobamate
PRETOMANID,ORIG,1,AP,2019-08-14T00:00:00Z,NA,PRIORITY,pretomanid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pretomanid is a nitroimidazooxazine antimycobacterial indicated for use in combination with bedaquiline and linezolid (the BPaL regimen) for the treatment of adults with pulmonary extensively drug resistant (XDR), treatment-intolerant or nonresponsive multidrug-resistant (MDR) tuberculosis (TB).","August 14, 2019",TB Alliance,Tuberculosis -- Resistant,"August 14, 2019",2019-08-14,the BPaL regimen,the
VOXELOTOR,ORIG,1,AP,2019-11-25T00:00:00Z,NA,PRIORITY,oxbryta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxbryta (voxelotor) is an oral, HbS (sickle hemoglobin) polymerization inhibitor for the treatment of patients with sickle cell disease (SCD).","November 25, 2019","Global Blood Therapeutics, Inc.",Sickle Cell Anemia,"November 25, 2019",2019-11-25,voxelotor,voxelotor
ZANUBRUTINIB,ORIG,1,AP,2019-11-14T00:00:00Z,NA,PRIORITY,brukinsa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brukinsa (zanubrutinib) is a Bruton’s tyrosine kinase (BTK) inhibitor indicated for the treatment of adult patients with mantle cell lymphoma (MCL) who have received at least one prior therapy.,"November 14, 2019","BeiGene, Ltd.",Mantle Cell Lymphoma,"November 14, 2019",2019-11-14,zanubrutinib,zanubrutinib
IDARUCIZUMAB,ORIG,1,AP,2015-10-16T00:00:00Z,NA,PRIORITY,praxbind,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Praxbind (idarucizumab) is a humanized monoclonal antibody fragment (Fab) indicated as a specific reversal agent for the anticoagulant effect of dabigatran (Pradaxa).,"October 16, 2015","Boehringer Ingelheim Pharmaceuticals, Inc.",Reversal Agent for Pradaxa,"October 16, 2015",2015-10-16,idarucizumab,idarucizumab
DACLIZUMAB,ORIG,1,AP,2016-05-27T00:00:00Z,NA,STANDARD,zinbryta,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Zinbryta (daclizumab) is an interleukin-2 receptor blocking antibody indicated for the treatment of relapsing forms of multiple sclerosis (MS).,"May 27, 2016","AbbVie, Inc. and Biogen",Multiple Sclerosis,"May 27, 2016",2016-05-27,daclizumab,daclizumab
BRODALUMAB,ORIG,1,AP,2017-02-15T00:00:00Z,NA,STANDARD,siliq,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Siliq (brodalumab) is a human anti-interleukin-17-receptor monoclonal antibody for the treatment of plaque psoriasis.,"February 15, 2017","Valeant Pharmaceuticals International, Inc.",Plaque Psoriasis,"February 15, 2017",2017-02-15,brodalumab,brodalumab
RESLIZUMAB,ORIG,1,AP,2016-03-23T00:00:00Z,NA,STANDARD,cinqair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Cinqair (reslizumab) is an interleukin 5 antagonist monoclonal antibody (IgG4 kappa) indicated for add-on maintenance treatment of patients with eosinophilic asthma.,"March 23, 2016",Teva Pharmaceutical Industries Ltd.,Asthma,"March 23, 2016",2016-03-23,reslizumab,reslizumab
ATEZOLIZUMAB,ORIG,1,AP,2016-05-18T00:00:00Z,NA,PRIORITY,tecentriq,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tecentriq (atezolizumab) is a programmed death-ligand 1 (PD-L1) blocking antibody indicated for use in the treatment of urothelial carcinoma, non-small cell lung cancer (NSCLC), triple-negative breast cancer (TNBC), and small cell lung cancer (SCLC).","May 18, 2016","Genentech, Inc.","Bladder Cancer, Non-Small Cell Lung Cancer, Breast Cancer, Small Cell Lung Cancer","May 18, 2016",2016-05-18,atezolizumab,atezolizumab
ELOTUZUMAB,ORIG,1,AP,2015-11-30T00:00:00Z,NA,PRIORITY,empliciti,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Empliciti (elotuzumab) is a Signaling Lymphocyte Activation Molecule (SLAMF7)-directed immunostimulatory antibody indicated for the combination treatment of patients with multiple myeloma.,"November 30, 2015Company: Bristol-Myers Squibb ",Bristol-Myers Squibb Company and AbbVie,Multiple Myeloma,"November 30, 2015",2015-11-30,elotuzumab,elotuzumab
DARATUMUMAB,ORIG,1,AP,2015-11-16T00:00:00Z,NA,PRIORITY,darzalex,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Darzalex (daratumumab) is a human anti-CD38 monoclonal antibody indicated for the treatment of patients with multiple myeloma.,"November 16, 2015","Janssen Biotech, Inc.",Multiple Myeloma,"November 16, 2015",2015-11-16,daratumumab,daratumumab
SARILUMAB,ORIG,1,AP,2017-05-22T00:00:00Z,NA,STANDARD,kevzara,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Kevzara (sarilumab) is an interleukin-6 receptor (IL-6R) antibody for the treatment of adults with rheumatoid arthritis.,"May 22, 2017","Sanofi and Regeneron Pharmaceuticals, Inc.",Rheumatoid Arthritis,"May 22, 2017",2017-05-22,sarilumab,sarilumab
OLARATUMAB,ORIG,1,AP,2016-10-19T00:00:00Z,NA,PRIORITY,lartruvo,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Lartruvo (olaratumab) is a platelet-derived growth factor receptor alpha (PDGFR-α) blocking antibody indicated in combination with doxorubicin for the treatment of patients with advanced soft tissue sarcoma (STS).,"October 19, 2016Company: Eli Lilly and ",Eli Lilly and Company,Soft Tissue Sarcoma,"October 19, 2016",2016-10-19,olaratumab,olaratumab
INOTUZUMAB OZOGAMICIN,ORIG,1,AP,2017-08-17T00:00:00Z,NA,PRIORITY,besponsa,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,"Besponsa (inotuzumab ozogamicin) is a CD22 monoclonal antibody and calicheamicin cytotoxic agent conjugate for the treatment of adults with relapsed or refractory B-cell precursor acute lymphoblastic leukemia (ALL).




","August 17, 2017",Pfizer Inc.,Acute Lymphoblastic Leukemia,"August 17, 2017",2017-08-17,inotuzumab ozogamicin,inotuzumab
BEZLOTOXUMAB,ORIG,1,AP,2016-10-21T00:00:00Z,NA,PRIORITY,zinplava,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Zinplava (bezlotoxumab) is a selective, fully-human, monoclonal antibody that binds to Clostridium difficile toxin B, indicated to reduce recurrence of Clostridium difficile infection (CDI) in patients 18 years of age or older.","October 21, 2016","Merck & Co., Inc.",Prevention of Clostridium Difficile Infection Recurrence,"October 21, 2016",2016-10-21,bezlotoxumab,bezlotoxumab
VESTRONIDASE ALFA-VJBK,ORIG,1,AP,2017-11-15T00:00:00Z,NA,PRIORITY,mepsevii,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mepsevii (vestronidase alfa) is a recombinant human lysosomal beta glucuronidase
indicated for the treatment of Mucopolysaccharidosis VII (MPS VII, Sly syndrome).","November 15, 2017","Ultragenyx Pharmaceutical, Inc.",Mucopolysaccharidosis Type VII,"November 15, 2017",2017-11-15,vestronidase alfa,vestronidase
AVELUMAB,ORIG,1,AP,2017-03-23T00:00:00Z,NA,PRIORITY,bavencio,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Bavencio (avelumab) is a programmed death ligand-1 (PD-L1) blocking antibody
indicated for the treatment of patients with metastatic Merkel cell carcinoma (MCC); patients with advanced or metastatic urothelial carcinoma; and in combination with axitinib for patients with advanced renal cell carcinoma.","March 23, 2017",EMD Serono Inc.,"Merkel Cell Carcinoma, Urothelial Carcinoma, Renal Cell Carcinoma","March 23, 2017",2017-03-23,avelumab,avelumab
MOGAMULIZUMAB-KPKC,ORIG,1,AP,2018-08-08T00:00:00Z,NA,PRIORITY,poteligeo,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,"Poteligeo (mogamulizumab-kpkc) is a humanized monoclonal antibody (mAb) directed against CC chemokine receptor 4 (CCR4) for the treatment of Mycosis Fungoides (MF) and Sézary Syndrome (SS), the most common subtypes of cutaneous T-cell lymphoma (CTCL).
","August 8, 2018","Kyowa Hakko Kirin Co., Ltd.",Mycosis Fungoides; Sézary Syndrome,"August 8, 2018",2018-08-08,mogamulizumab-kpkc,mogamulizumab
CERLIPONASE ALFA,ORIG,1,AP,2017-04-27T00:00:00Z,NA,PRIORITY,brineura,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brineura (cerliponase alfa) is an enzyme replacement therapy for the restoration of tripeptidyl peptidase-1 (TPP1) enzyme activity in patients with late infantile neuronal ceroid lipofuscinosis type 2 (CLN2), or TPP1 deficiency, a form of Batten disease.","April 27, 2017",BioMarin Pharmaceutical Inc.,CLN2 Disease,"April 27, 2017",2017-04-27,cerliponase alfa,cerliponase
OCRELIZUMAB,ORIG,1,AP,2017-03-28T00:00:00Z,NA,PRIORITY,ocrevus,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Ocrevus (ocrelizumab) is a humanized monoclonal antibody designed to selectively target CD20-positive B cells, a specific type of immune cell thought to be a key contributor to myelin and axonal nerve cell damage. Ocrevus is indicated as a treatment for both relapsing (RMS) and primary progressive (PPMS) forms of multiple sclerosis.","March 28, 2017","Genentech, Inc.",Multiple Sclerosis,"March 28, 2017",2017-03-28,ocrelizumab,ocrelizumab
DUPILUMAB,ORIG,1,AP,2017-03-28T00:00:00Z,NA,PRIORITY,dupixent,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dupixent (dupilumab) is an interleukin-4 receptor alpha antagonist indicated for the treatment of atopic dermatitis, asthma, and chronic rhinosinusitis with nasal polyposis.","March 28, 2017","Sanofi  and Regeneron Pharmaceuticals, Inc.","Atopic Dermatitis, Asthma","March 28, 2017",2017-03-28,dupilumab,dupilumab
GUSELKUMAB,ORIG,1,AP,2017-07-13T00:00:00Z,NA,PRIORITY,tremfya,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tremfya (guselkumab) is an interleukin-23 blocker indicated for the treatment of moderate-to-severe plaque psoriasis in adults who are candidates for
systemic therapy or phototherapy.","July 13, 2017","Janssen Biotech, Inc.",Plaque Psoriasis,"July 13, 2017",2017-07-13,guselkumab,guselkumab
ROMOSOZUMAB-AQQG,ORIG,1,AP,2019-04-09T00:00:00Z,NA,STANDARD,evenity,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Evenity (romosozumab) is an anti-sclerostin monoclonal antibody for the treatment of osteoporosis in postmenopausal women at increased risk of fracture.,"April 9, 2019",Amgen Inc.,Osteoporosis,"April 9, 2019",2019-04-09,romosozumab,romosozumab
GALCANEZUMAB-GNLM,ORIG,1,AP,2018-09-27T00:00:00Z,NA,STANDARD,emgality,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"Emgality (galcanezumab-gnlm) is a calcitonin gene-related peptide (CGRP) antagonist indicated for the preventive treatment of migraine, and for the treatment of episodic cluster headache.","September 27, 2018Company: Eli Lilly and ",Eli Lilly and Company,"Migraine Prophylaxis, Cluster Headache","September 27, 2018",2018-09-27,galcanezumab-gnlm,galcanezumab
IBALIZUMAB-UIYK,ORIG,1,AP,2018-03-06T00:00:00Z,NA,PRIORITY,trogarzo,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,Trogarzo (ibalizumab-uiyk) is a CD4-directed post-attachment HIV-1 inhibitor for the treatment of multidrug resistant human immunodeficiency virus-1 (HIV-1) infection in heavily treatment-experienced adults.,"March 6, 2018",TaiMed Biologics USA Corp.,HIV Infection,"March 6, 2018",2018-03-06,ibalizumab-uiyk,ibalizumab
TILDRAKIZUMAB-ASMN,ORIG,1,AP,2018-03-20T00:00:00Z,NA,STANDARD,ilumya,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,"Ilumya (tildrakizumab-asmn) is a humanized, anti-IL-23p19 monoclonal antibody for the treatment of moderate-to-severe plaque psoriasis.","March 20, 2018",Sun Pharmaceutical Industries Ltd.,Plaque Psoriasis,"March 20, 2018",2018-03-20,tildrakizumab-asmn,tildrakizumab
BUROSUMAB-TWZA,ORIG,1,AP,2018-04-17T00:00:00Z,NA,PRIORITY,crysvita,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,Crysvita (burosumab-twza) is a fibroblast growth factor 23 (FGF23) blocking antibody for the treatment of x-linked hypophosphatemia (XLH).,"April 17, 2018",Ultragenyx Pharmaceutical Inc.,X-Linked Hypophosphatemia,"April 17, 2018",2018-04-17,burosumab-twza,burosumab
DURVALUMAB,ORIG,1,AP,2017-05-01T00:00:00Z,NA,PRIORITY,imfinzi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Imfinzi (durvalumab) is an anti-PD-L1 (programmed death ligand-1) human monoclonal antibody for the treatment of patients with metastatic urothelial carcinoma and for the treatment of patients with unresectable non-small cell lung cancer that has not progressed after chemoradiation.,"May 1, 2017",AstraZeneca,"Urothelial Carcinoma, Non-Small Cell Lung Cancer","May 1, 2017",2017-05-01,durvalumab,durvalumab
BENRALIZUMAB,ORIG,1,AP,2017-11-14T00:00:00Z,NA,STANDARD,fasenra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Fasenra (benralizumab) is an interleukin-5 receptor alpha-directed cytolytic monoclonal antibody indicated for the treatment of patients with severe eosinophilic asthma.,"November 14, 2017",AstraZeneca,Asthma,"November 14, 2017",2017-11-14,benralizumab,benralizumab
ERENUMAB-AOOE,ORIG,1,AP,2018-05-17T00:00:00Z,NA,STANDARD,aimovig,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"Aimovig (erenumab-aooe) is a calcitonin gene-related peptide (CGRP) receptor antagonist indicated for the preventive treatment of migraine.
","May 17, 2018",Amgen Inc.,Migraine Prophylaxis,"May 17, 2018",2018-05-17,erenumab-aooe,erenumab
PEGVALIASE-PQPZ,ORIG,1,AP,2018-05-24T00:00:00Z,NA,PRIORITY,palynziq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Palynziq (pegvaliase-pqpz) is a phenylalanine-metabolizing enzyme indicated to reduce blood phenylalanine concentrations in adult patients with phenylketonuria.,"May 24, 2018",BioMarin Pharmaceutical Inc.,Phenylketonuria,"May 24, 2018",2018-05-24,pegvaliase-pqpz,pegvaliase
EMICIZUMAB,ORIG,1,AP,2017-11-16T00:00:00Z,NA,PRIORITY,hemlibra,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemlibra (emicizumab-kxwh) is a bispecific factor IXa- and factor X-directed antibody
indicated to prevent or reduce the frequency of bleeding episodes in patients with hemophilia A (congenital factor VIII deficiency) with or without factor VIII inhibitors.","November 16, 2017","Genentech, Inc.","Hemophilia A with Inhibitors, Hemophilia A","November 16, 2017",2017-11-16,emicizumab-kxwh,emicizumab
PRABOTULINUMTOXINA-XVFS,ORIG,1,AP,2019-02-01T00:00:00Z,NA,STANDARD,jeuveau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jeuveau (prabotulinumtoxinA) is a proprietary 900 kDa purified botulinum toxin type A formulation for the temporary improvement in the appearance of moderate to severe glabellar (frown) lines.,"February 1, 2019","Evolus, Inc.",Glabellar Lines,"February 1, 2019",2019-02-01,prabotulinumtoxinA,prabotulinumtoxinA
FREMANEZUMAB-VFRM,ORIG,1,AP,2018-09-14T00:00:00Z,NA,PRIORITY,ajovy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ajovy (fremanezumab) is a fully-humanized monoclonal antibody targeting the calcitonin gene-related peptide (CGRP) ligand indicated for the preventive treatment of migraine.,"September 14, 2018",Teva Pharmaceutical Industries Ltd.,Migraine Prophylaxis,"September 14, 2018",2018-09-14,fremanezumab,fremanezumab
LANADELUMAB (SHP643),ORIG,1,AP,2018-08-23T00:00:00Z,NA,PRIORITY,takhzyro,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Takhzyro (lanadelumab-flyo) is a plasma kallikrein inhibitor (monoclonal antibody) for the prevention of angioedema attacks in patients with hereditary angioedema.,"August 23, 2018",Shire plc,Hereditary Angioedema,"August 23, 2018",2018-08-23,lanadelumab-flyo,lanadelumab
ELAPEGADEMASE-LVLR,ORIG,1,AP,2018-10-05T00:00:00Z,NA,PRIORITY,revcovi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Revcovi (elapegademase-lvlr) is a recombinant adenosine deaminase indicated for the
treatment of adenosine deaminase severe combined immune deficiency (ADA-SCID).","October 5, 2018","Leadiant Biosciences, Inc.",Adenosine Deaminase Severe Combined Immune,"October 5, 2018",2018-10-05,elapegademase-lvlr,elapegademase
CENEGERMIN-BKBJ,ORIG,1,AP,2018-08-22T00:00:00Z,NA,PRIORITY,oxervate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Oxervate (cenegermin) is a recombinant human nerve growth factor (rhNGF) ophthalmic solution indicated for the treatment of neurotrophic keratitis.,"August 22, 2018",Dompé farmaceutici SpA,Neurotrophic Keratitis,"August 22, 2018",2018-08-22,cenegermin,cenegermin
CEMIPLIMAB-RWLC,ORIG,1,AP,2018-09-28T00:00:00Z,NA,PRIORITY,libtayo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Libtayo (cemiplimab-rwlc) is a programmed death receptor-1 (PD-1) blocking antibody
indicated for the treatment of patients with metastatic cutaneous squamous
cell carcinoma (CSCC).","September 28, 2018",Sanofi,Squamous Cell Carcinoma,"September 28, 2018",2018-09-28,cemiplimab-rwlc,cemiplimab
CALASPARGASE PEGOL-MKNL,ORIG,1,AP,2018-12-20T00:00:00Z,NA,STANDARD,asparlas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asparlas (calaspargase pegol-mknl) is an asparagine specific enzyme indicated as a component
of a multi-agent chemotherapy regimen for the treatment of acute lymphoblastic leukemia.","December 20, 2018",Servier Pharmaceuticals LLC,Acute Lymphoblastic Leukemia,"December 20, 2018",2018-12-20,calaspargase pegol-mknl,calaspargase
MOXETUMOMAB PASUDOTOX-TDFK,ORIG,1,AP,2018-09-13T00:00:00Z,NA,PRIORITY,lumoxiti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lumoxiti  (moxetumomab pasudotox-tdfk) is an anti-CD22 recombinant immunotoxin for the treatment of adult patients with hairy cell leukemia.,"September 13, 2018",AstraZeneca and MedImmune,Hairy Cell Leukemia,"September 13, 2018",2018-09-13,moxetumomab pasudotox-tdfk,moxetumomab
RISANKIZUMAB-RZAA,ORIG,1,AP,2019-04-23T00:00:00Z,NA,STANDARD,skyrizi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Skyrizi (risankizumab-rzaa) is an interleukin-23 (IL-23) inhibitor for the treatment of plaque psoriasis.,"April 23, 2019",AbbVie Inc.,Plaque Psoriasis,"April 23, 2019",2019-04-23,risankizumab-rzaa,risankizumab
EMAPALUMAB-LZSG,ORIG,1,AP,2018-11-20T00:00:00Z,NA,PRIORITY,gamifant,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,Gamifant (emapalumab-lzsg) is an interferon gamma (IFNγ) blocking antibody for the treatment of patients with primary hemophagocytic lymphohistiocytosis (HLH).,"November 20, 2018",Novimmune SA,Hemophagocytic Lymphohistiocytosis,"November 20, 2018",2018-11-20,emapalumab-lzsg,emapalumab
